OBJECTID,ASSETID,CONDITION,TYPE,Roadname,SECTIONID,Length (ft),Length (mi),BACKIMAGE,VIEWER,IntVIEWER
2186,SW2188,GOOD,BRICK,E 3rd ST,s4553,23.67,0.004,http://98.103.168.235/Bloomington/120817/5/Back/ladybug_panoramic_000193.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120817/truck/0/session/5/image/193,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120817/truck/0/session/5/image/193
2181,SW2183,GOOD,CONCRETE,E 3rd ST,s4554,144.58,0.027,http://98.103.168.235/Bloomington/120817/5/Back/ladybug_panoramic_000199.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120817/truck/0/session/5/image/199,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120817/truck/0/session/5/image/199
2184,SW2186,GOOD,CONCRETE,E 3rd ST,s4554,72.9,0.014,http://98.103.168.235/Bloomington/120417/5/Back/ladybug_panoramic_002406.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120417/truck/0/session/5/image/2406,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120417/truck/0/session/5/image/2406
2182,SW2184,GOOD,CONCRETE,E 3rd ST,s4555,148.11,0.028,http://98.103.168.235/Bloomington/120817/5/Back/ladybug_panoramic_000210.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120817/truck/0/session/5/image/210,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120817/truck/0/session/5/image/210
2183,SW2185,GOOD,CONCRETE,E 3rd ST,s4555,170.69,0.032,http://98.103.168.235/Bloomington/120417/5/Back/ladybug_panoramic_002393.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120417/truck/0/session/5/image/2393,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120417/truck/0/session/5/image/2393
2012,SW2014,GOOD,CONCRETE,E 3rd ST,s4556,40.72,0.008,http://98.103.168.235/Bloomington/120817/5/Back/ladybug_panoramic_002457.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120817/truck/0/session/5/image/2457,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120817/truck/0/session/5/image/2457
1999,SW2001,GOOD,CONCRETE,E 3rd ST,s4557,291.17,0.055,http://98.103.168.235/Bloomington/120817/4/Back/ladybug_panoramic_003839.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120817/truck/0/session/4/image/3839,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120817/truck/0/session/4/image/3839
2011,SW2013,GOOD,CONCRETE,E 3rd ST,s4557,156.29,0.03,http://98.103.168.235/Bloomington/120417/5/Back/ladybug_panoramic_004332.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120417/truck/0/session/5/image/4332,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120417/truck/0/session/5/image/4332
2013,SW2015,GOOD,CONCRETE,E 3rd ST,s4557,131.9,0.025,http://98.103.168.235/Bloomington/120417/5/Back/ladybug_panoramic_004343.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120417/truck/0/session/5/image/4343,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120417/truck/0/session/5/image/4343
2000,SW2002,GOOD,CONCRETE,E 3rd ST,s4558,68.5,0.013,http://98.103.168.235/Bloomington/120417/5/Back/ladybug_panoramic_002154.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120417/truck/0/session/5/image/2154,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120417/truck/0/session/5/image/2154
2010,SW2012,GOOD,CONCRETE,E 3rd ST,s4558,270.47,0.051,http://98.103.168.235/Bloomington/120417/5/Back/ladybug_panoramic_004347.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120417/truck/0/session/5/image/4347,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120417/truck/0/session/5/image/4347
2001,SW2003,GOOD,CONCRETE,E 3rd ST,s4559,274.58,0.052,http://98.103.168.235/Bloomington/120417/5/Back/ladybug_panoramic_001814.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120417/truck/0/session/5/image/1814,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120417/truck/0/session/5/image/1814
2009,SW2011,GOOD,CONCRETE,E 3rd ST,s4559,320.63,0.061,http://98.103.168.235/Bloomington/120417/5/Back/ladybug_panoramic_004372.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120417/truck/0/session/5/image/4372,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120417/truck/0/session/5/image/4372
2002,SW2004,GOOD,CONCRETE,E 3rd ST,s4560,586.01,0.111,http://98.103.168.235/Bloomington/120417/5/Back/ladybug_panoramic_001575.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120417/truck/0/session/5/image/1575,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120417/truck/0/session/5/image/1575
2014,SW2016,GOOD,CONCRETE,E 3rd ST,s4560,72.18,0.014,http://98.103.168.235/Bloomington/120417/5/Back/ladybug_panoramic_004381.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120417/truck/0/session/5/image/4381,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120417/truck/0/session/5/image/4381
2008,SW2010,FAIR,CONCRETE,E 3rd ST,s4560,526.41,0.1,http://98.103.168.235/Bloomington/120417/5/Back/ladybug_panoramic_004422.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120417/truck/0/session/5/image/4422,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120417/truck/0/session/5/image/4422
2003,SW2005,FAIR,CONCRETE,E 3rd ST,t4517,232.65,0.044,http://98.103.168.235/Bloomington/120417/5/Back/ladybug_panoramic_001532.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120417/truck/0/session/5/image/1532,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120417/truck/0/session/5/image/1532
2007,SW2009,FAIR,CONCRETE,E 3rd ST,t4517,209.33,0.04,http://98.103.168.235/Bloomington/120417/6/Back/ladybug_panoramic_000502.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120417/truck/0/session/6/image/502,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120417/truck/0/session/6/image/502
2004,SW2006,GOOD,CONCRETE,E 3rd ST,t4518,815.89,0.155,http://98.103.168.235/Bloomington/120417/5/Back/ladybug_panoramic_000984.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120417/truck/0/session/5/image/984,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120417/truck/0/session/5/image/984
2005,SW2007,GOOD,CONCRETE,E 3rd ST,t4518,446.09,0.084,http://98.103.168.235/Bloomington/120217/3/Back/ladybug_panoramic_003203.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120217/truck/0/session/3/image/3203,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120217/truck/0/session/3/image/3203
2015,SW2017,GOOD,CONCRETE,E 3rd ST,t4518,151.78,0.029,http://98.103.168.235/Bloomington/120417/6/Back/ladybug_panoramic_000515.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120417/truck/0/session/6/image/515,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120417/truck/0/session/6/image/515
2006,SW2008,FAIR,CONCRETE,E 3rd ST,t4518,218.48,0.041,http://98.103.168.235/Bloomington/120417/6/Back/ladybug_panoramic_000540.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120417/truck/0/session/6/image/540,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120417/truck/0/session/6/image/540
3649,SW3656,GOOD,CONCRETE,E 4th ST,q4586,190.81,0.036,http://98.103.168.235/Bloomington/121217/3/Back/ladybug_panoramic_003708.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/121217/truck/0/session/3/image/3708,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/121217/truck/0/session/3/image/3708
3650,SW3657,GOOD,CONCRETE,E 4th ST,q4586,75.96,0.014,http://98.103.168.235/Bloomington/120717/5/Back/ladybug_panoramic_000260.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120717/truck/0/session/5/image/260,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120717/truck/0/session/5/image/260
3777,SW3784,GOOD,CONCRETE,E 4th ST,q4586,132.28,0.025,http://98.103.168.235/Bloomington/120717/5/Back/ladybug_panoramic_000256.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120717/truck/0/session/5/image/256,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120717/truck/0/session/5/image/256
3778,SW3785,GOOD,CONCRETE,E 4th ST,q4586,30.74,0.006,http://98.103.168.235/Bloomington/121217/4/Back/ladybug_panoramic_000704.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/121217/truck/0/session/4/image/704,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/121217/truck/0/session/4/image/704
3779,SW3786,GOOD,CONCRETE,E 4th ST,q4586,80.21,0.015,http://98.103.168.235/Bloomington/120717/5/Back/ladybug_panoramic_000201.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120717/truck/0/session/5/image/201,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120717/truck/0/session/5/image/201
3648,SW3655,GOOD,CONCRETE,E 4th ST,q4587,303.84,0.058,http://98.103.168.235/Bloomington/120717/5/Back/ladybug_panoramic_000198.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120717/truck/0/session/5/image/198,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120717/truck/0/session/5/image/198
3780,SW3787,GOOD,CONCRETE,E 4th ST,q4587,23.44,0.004,http://98.103.168.235/Bloomington/121217/4/Back/ladybug_panoramic_000715.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/121217/truck/0/session/4/image/715,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/121217/truck/0/session/4/image/715
3782,SW3789,GOOD,CONCRETE,E 4th ST,q4587,43.54,0.008,http://98.103.168.235/Bloomington/120717/5/Back/ladybug_panoramic_003168.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120717/truck/0/session/5/image/3168,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120717/truck/0/session/5/image/3168
3781,SW3788,FAIR,CONCRETE,E 4th ST,q4587,198.96,0.038,http://98.103.168.235/Bloomington/121217/4/Back/ladybug_panoramic_000730.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/121217/truck/0/session/4/image/730,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/121217/truck/0/session/4/image/730
3784,SW3791,FAIR,BRICK,E 4th ST,q4588,132.78,0.025,http://98.103.168.235/Bloomington/120817/2/Back/ladybug_panoramic_000975.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120817/truck/0/session/2/image/975,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120817/truck/0/session/2/image/975
3646,SW3653,GOOD,CONCRETE,E 4th ST,q4588,19.1,0.004,http://98.103.168.235/Bloomington/121217/3/Back/ladybug_panoramic_003663.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/121217/truck/0/session/3/image/3663,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/121217/truck/0/session/3/image/3663
3647,SW3654,GOOD,CONCRETE,E 4th ST,q4588,99.83,0.019,http://98.103.168.235/Bloomington/121217/3/Back/ladybug_panoramic_003670.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/121217/truck/0/session/3/image/3670,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/121217/truck/0/session/3/image/3670
3783,SW3790,GOOD,CONCRETE,E 4th ST,q4588,139.6,0.026,http://98.103.168.235/Bloomington/121217/4/Back/ladybug_panoramic_000737.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/121217/truck/0/session/4/image/737,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/121217/truck/0/session/4/image/737
3645,SW3652,POOR,CONCRETE,E 4th ST,q4588,153.43,0.029,http://98.103.168.235/Bloomington/120817/2/Back/ladybug_panoramic_000972.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120817/truck/0/session/2/image/972,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120817/truck/0/session/2/image/972
3785,SW3792,GOOD,BRICK,E 4th ST,q4589,160.01,0.03,http://98.103.168.235/Bloomington/120817/2/Back/ladybug_panoramic_000563.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120817/truck/0/session/2/image/563,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120817/truck/0/session/2/image/563
3788,SW3795,GOOD,BRICK,E 4th ST,q4589,100.27,0.019,http://98.103.168.235/Bloomington/121217/4/Back/ladybug_panoramic_000779.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/121217/truck/0/session/4/image/779,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/121217/truck/0/session/4/image/779
3643,SW3650,GOOD,CONCRETE,E 4th ST,q4589,240.45,0.046,http://98.103.168.235/Bloomington/120717/4/Back/ladybug_panoramic_002092.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120717/truck/0/session/4/image/2092,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120717/truck/0/session/4/image/2092
3644,SW3651,GOOD,CONCRETE,E 4th ST,q4589,155.06,0.029,http://98.103.168.235/Bloomington/120817/2/Back/ladybug_panoramic_000565.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120817/truck/0/session/2/image/565,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120817/truck/0/session/2/image/565
3786,SW3793,GOOD,CONCRETE,E 4th ST,q4589,104.95,0.02,http://98.103.168.235/Bloomington/121217/4/Back/ladybug_panoramic_000774.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/121217/truck/0/session/4/image/774,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/121217/truck/0/session/4/image/774
3787,SW3794,GOOD,CONCRETE,E 4th ST,q4589,24.15,0.005,http://98.103.168.235/Bloomington/120717/4/Back/ladybug_panoramic_002094.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120717/truck/0/session/4/image/2094,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120717/truck/0/session/4/image/2094
3362,SW3369,GOOD,CONCRETE,E 4th ST,q4590,331.56,0.063,http://98.103.168.235/Bloomington/121317/1/Back/ladybug_panoramic_001281.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/121317/truck/0/session/1/image/1281,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/121317/truck/0/session/1/image/1281
3361,SW3368,FAIR,CONCRETE,E 4th ST,q4590,328.63,0.062,http://98.103.168.235/Bloomington/121317/1/Back/ladybug_panoramic_001302.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/121317/truck/0/session/1/image/1302,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/121317/truck/0/session/1/image/1302
1354,SW1355,FAIR,CONCRETE,E 4th ST,s4561,24.34,0.005,http://98.103.168.235/Bloomington/120817/4/Back/ladybug_panoramic_004062.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120817/truck/0/session/4/image/4062,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120817/truck/0/session/4/image/4062
1343,SW1344,GOOD,CONCRETE,E 5th ST,t4510,95.96,0.018,http://98.103.168.235/Bloomington/120817/4/Back/ladybug_panoramic_004270.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120817/truck/0/session/4/image/4270,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120817/truck/0/session/4/image/4270
5,SW5,GOOD,CONCRETE,E 5th ST,t4511,442.25,0.084,http://98.103.168.235/Bloomington/120817/4/Back/ladybug_panoramic_004301.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120817/truck/0/session/4/image/4301,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120817/truck/0/session/4/image/4301
1380,SW1381,GOOD,CONCRETE,E 5th ST,t4511,10.55,0.002,http://98.103.168.235/Bloomington/120517/6/Back/ladybug_panoramic_001637.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120517/truck/0/session/6/image/1637,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120517/truck/0/session/6/image/1637
1344,SW1345,GOOD,CONCRETE,E 5th ST,t4512,458.54,0.087,http://98.103.168.235/Bloomington/120817/4/Back/ladybug_panoramic_004330.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120817/truck/0/session/4/image/4330,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120817/truck/0/session/4/image/4330
494,SW494,GOOD,CONCRETE,E 6th ST,q4569,137.25,0.026,http://98.103.168.235/Bloomington/121317/1/Back/ladybug_panoramic_000954.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/121317/truck/0/session/1/image/954,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/121317/truck/0/session/1/image/954
495,SW495,GOOD,CONCRETE,E 6th ST,q4569,130.31,0.025,http://98.103.168.235/Bloomington/120717/5/Back/ladybug_panoramic_000304.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120717/truck/0/session/5/image/304,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120717/truck/0/session/5/image/304
496,SW496,GOOD,CONCRETE,E 6th ST,q4569,136.88,0.026,http://98.103.168.235/Bloomington/120717/5/Back/ladybug_panoramic_000301.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120717/truck/0/session/5/image/301,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120717/truck/0/session/5/image/301
497,SW497,GOOD,CONCRETE,E 6th ST,q4569,152.92,0.029,http://98.103.168.235/Bloomington/120717/5/Back/ladybug_panoramic_000157.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/120717/truck/0/session/5/image/157,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/120717/truck/0/session/5/image/157
498,SW498,GOOD,CONCRETE,E 6th ST,q4570,144.96,0.027,http://98.103.168.235/Bloomington/121317/1/Back/ladybug_panoramic_000964.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/121317/truck/0/session/1/image/964,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/121317/truck/0/session/1/image/964
499,SW499,GOOD,CONCRETE,E 6th ST,q4570,91.08,0.017,http://98.103.168.235/Bloomington/121317/1/Back/ladybug_panoramic_000980.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/121317/truck/0/session/1/image/980,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/121317/truck/0/session/1/image/980
500,SW500,GOOD,CONCRETE,E 6th ST,q4570,149.05,0.028,http://98.103.168.235/Bloomington/121317/1/Back/ladybug_panoramic_000974.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/121317/truck/0/session/1/image/974,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/121317/truck/0/session/1/image/974
3352,SW3359,GOOD,CONCRETE,E 6th ST,q4570,147.57,0.028,http://98.103.168.235/Bloomington/121317/1/Back/ladybug_panoramic_000961.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/121317/truck/0/session/1/image/961,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/121317/truck/0/session/1/image/961
3353,SW3360,GOOD,CONCRETE,E 6th ST,q4570,18.01,0.003,http://98.103.168.235/Bloomington/121317/1/Back/ladybug_panoramic_000971.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/121317/truck/0/session/1/image/971,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/121317/truck/0/session/1/image/971
3354,SW3361,GOOD,CONCRETE,E 6th ST,q4571,31.72,0.006,http://98.103.168.235/Bloomington/121317/1/Back/ladybug_panoramic_000985.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/121317/truck/0/session/1/image/985,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/121317/truck/0/session/1/image/985
3355,SW3362,GOOD,CONCRETE,E 6th ST,q4571,42.53,0.008,http://98.103.168.235/Bloomington/121317/1/Back/ladybug_panoramic_000988.jpg,http://98.103.168.235/serve/viewercurrent/viewer.html#/Bloomington/Back/date/121317/truck/0/session/1/image/988,http://192.168.1.200/serve/viewercurrent/viewerInside.html#/Bloomington/Back/date/121317/truck/0/session/1/image/988
